0,1,2,3,4,5,6,7,8,9
1.0,0.04525830432206806,0.0011503830625090418,2.114684458264539e-05,3.13293210200244e-07,3.966586065069799e-09,4.450390810992112e-11,4.534052488903276e-13,4.288511193038956e-15,4.288511193038956e-15
1.0,0.0488419387473605,0.0013351745370873923,2.627897140194739e-05,4.151105420016254e-07,5.582632401206113e-09,6.630683486515377e-11,7.129573323553261e-13,7.100665806548606e-15,7.100665806548606e-15
1.0,0.05239797119574837,0.0015326339678460581,3.2154429610171945e-05,5.394434304241465e-07,7.679356306645494e-09,9.625854898993109e-11,1.0893225286967545e-12,1.1395152819485403e-14,1.1395152819485403e-14
1.0,0.055926669752779164,0.0017425554705863184,3.8816873458580145e-05,6.892384328921236e-07,1.0354024198344867e-08,1.3658842940916397e-10,1.6227652816798842e-12,1.7789399978202328e-14,1.7789399978202328e-14
1.0,0.05942829957484096,0.0019647360160268096,4.630881733544778e-05,8.675878609943818e-07,1.371541210552867e-08,1.8994001262600987e-10,2.3637239348271716e-12,2.7098530466241665e-14,2.7098530466241665e-14
1.0,0.0629031229235401,0.00219897539121741,5.4671656544880066e-05,1.0777242304205706e-06,1.7884272508259397e-08,2.5941527863070324e-10,3.3745501753519335e-12,4.0381851190943304e-14,4.0381851190943304e-14
1.0,0.06635139919965542,0.0024450761614752225,6.394568774814703e-05,1.323014837815165e-06,2.2993776131849478e-08,3.4862034605453184e-10,4.7314162167328454e-12,5.899672416175363e-14,5.899672416175363e-14
1.0,0.06977338497667458,0.002702843632835528,7.41701290727556e-05,1.6069564621267539e-06,2.918992939507372e-08,4.617124694535493e-10,6.5263935877352974e-12,8.466047253421431e-14,8.466047253421431e-14
1.0,0.07316933403391779,0.002972085815010691,8.53831398943955e-05,1.9331701880725346e-06,3.66319681947466e-08,6.034482351789312e-10,8.869706956732776e-12,1.1952098390447248e-13,1.1952098390447248e-13
1.0,0.07653949738925409,0.0032526133848500938,9.762184029681884e-05,2.30539634937955e-06,4.549272869413482e-08,7.792328557732785e-10,1.1892165998568277e-11,1.662366827330534e-13,1.662366827330534e-13
1.0,0.07988412333141555,0.00354423965029426,0.00011092233021463681,2.727489589505128e-06,5.595899576787722e-08,9.951704662266004e-10,1.5747777906428958e-11,2.280665514272668e-13,2.280665514272668e-13
1.0,0.08320345745191429,0.0038467805148164414,0.00012531970826394138,3.2034140375792262e-06,6.823182974157645e-08,1.2581153287340845e-09,2.0616542762805614e-11,3.0897088569046567e-13,3.0897088569046567e-13
1.0,0.08649774267656758,0.004160054442345014,0.00014084809026558616,3.7372385973509636e-06,8.252687205000355e-08,1.5757238558219676e-09,2.6707433611101962e-11,4.1372347432278234e-13,4.1372347432278234e-13
1.0,0.08976721929663586,0.00448388242266014,0.00015754062746588748,4.3331323469605255e-06,9.907463042391375e-08,1.956507364849675e-09,3.426156271238875e-11,5.48035896799174e-13,5.48035896799174e-13
1.0,0.09301212499957874,0.004818087937258227,0.00017542952445943452,4.995360047395903e-06,1.1812074420180278e-07,2.409885479957743e-09,4.355553512971688e-11,7.186946337218149e-13,7.186946337218149e-13
1.0,0.09623269489943359,0.005162496925677814,0.00019454605681862687,5.728277757531557e-06,1.3992623034953478e-07,2.9462401005135935e-09,5.490499045487508e-11,9.337116857082864e-13,9.337116857082864e-13
1.0,0.0994291615668219,0.005516937752280595,0.00021492058843448808,6.5363285536830755e-06,1.6476771075763803e-07,3.5769698580127603e-09,6.86683331790755e-11,1.2024893954959001e-12,1.2024893954959001e-12
1.0,0.10260175505858772,0.005881241173481388,0.00023658258857323436,7.424038351648319e-06,1.929376213731907e-07,4.314544986223374e-09,8.525065190935842e-11,1.5360001660752093e-12,1.5360001660752093e-12
1.0,0.10575070294707326,0.006255240305420925,0.0002595606486530109,8.396011829241275e-06,2.247444037105995e-07,5.17256253211821e-09,1.0510782734612058e-10,1.946981764569853e-12,1.946981764569853e-12
1.0,0.10887623034903576,0.006638770592075445,0.00028388249874514095,9.456928447360052e-06,2.605126792732053e-07,6.165801837823102e-09,1.287508286636931e-10,2.4501488974110497e-12,2.4501488974110497e-12
1.0,0.11197855995421083,0.007031669773797128,0.00030957502380416684,1.0611538567665022e-05,3.0058340740552685e-07,7.3102802264245136e-09,1.567501976749403e-10,3.0624217371672807e-12,3.0624217371672807e-12
1.0,0.11505791205352606,0.00743377785627952,0.0003366642796308976,1.1864659664977133e-05,3.4531402708407094e-07,8.623308827024252e-09,1.8974071991204192e-10,3.803172075235266e-12,3.803172075235266e-12
1.0,0.11811450456696986,0.007844937079942153,0.00036517550857261547,1.322117263253985e-05,3.9507858314299405e-07,1.0123548476907048e-08,2.284262815185915e-10,4.6944877675277646e-12,4.6944877675277646e-12
1.0,0.12114855307111967,0.008264991889728662,0.00039513315496452714,1.4686018178321068e-05,4.5026783741948683e-07,1.1831065641098697e-08,2.735849106225354e-10,5.76145613235611e-12,5.76145613235611e-12
1.0,0.12416027082633385,0.008693788905312761,0.0004265608803164885,1.626419331056368e-05,5.112893652925688e-07,1.3767388291940031e-08,3.260740016449398e-10,7.032466950947968e-12,7.032466950947968e-12
1.0,0.1271498688036115,0.009131176891706552,0.0004594815782489663,1.7960747910825256e-05,5.7856763807802e-07,1.5955561693586602e-08,3.868357207957662e-10,8.53953571150957e-12,8.53953571150957e-12
1.0,0.13011755571112468,0.009577006730265654,0.0004939173891821429,1.9780781392778526e-05,6.525440917314368e-07,1.842020403856707e-08,4.56902590814429e-10,1.031864772748085e-11,1.031864772748085e-11
1.0,0.1330635380204267,0.010031131390085803,0.0005298897147820103,2.172943944507517e-05,7.336771823008734e-07,2.1187561885696312e-08,5.374032528295764e-10,1.2410123749684537e-11,1.2410123749684537e-11
1.0,0.13598801999234095,0.010493405899785549,0.0005674192321672412,2.3811910856605533e-05,8.224424285602168e-07,2.4285565350743387e-08,6.295684030389602e-10,1.4859007680477536e-11,1.4859007680477536e-11
1.0,0.1388912037025343,0.010963687319669848,0.0006065259078805661,2.6033424422516642e-05,9.193324422443419e-07,2.774388300330133e-08,7.347369017461397e-10,1.7715476985815337e-11,1.7715476985815337e-11
1.0,0.14177328906677883,0.01144183471426932,0.0006472290116283343,2.839924592938013e-05,1.0248569462971862e-06,3.159397642529625e-08,8.543620521357919e-10,2.1035276388375976e-11,2.1035276388375976e-11
1.0,0.144634473865906,0.01192770912525011,0.0006895471297918716,3.091467521793031e-05,1.139542781534188e-06,3.5869154388509023e-08,9.900180460232881e-10,2.488017541159708e-11,2.488017541159708e-11
1.0,0.14747495377045713,0.012421173544689282,0.0007334981787142024,3.3585043321820995e-05,1.2639339021110253e-06,4.060462661036491e-08,1.1434065736766573e-09,2.931845033069356e-11,2.931845033069356e-11
1.0,0.150294922365034,0.012922092888710794,0.0007790994177656439,3.641570968087728e-05,1.3985913601812808e-06,4.583755704907615e-08,1.3163635946798133e-09,3.4425391072479736e-11,3.4425391072479736e-11
1.0,0.15309457117235334,0.013430333971477155,0.0008263674621917281,3.941205942734589e-05,1.544093280116536e-06,5.1607116701001023e-08,1.5108662666847043e-09,4.028383359115143e-11,4.028383359115143e-11
1.0,0.155874089677009,0.013945765479531923,0.0008753182957468556,4.257950074367454e-05,1.7010348226534658e-06,5.7954535864811546e-08,1.7290400287865862e-09,4.698471823212364e-11,4.698471823212364e-11
1.0,0.1586336653489454,0.014468257946488266,0.0009259672831170339,4.592346229037696e-05,1.8700281393237387e-06,6.492315583874117e-08,1.973165836150668e-09,5.462767458059916e-11,5.462767458059916e-11
1.0,0.16137348366664614,0.01499768372805892,0.0009783291821349998,4.944939070256649e-05,2.051702317513968e-06,7.25584800188162e-08,2.2456875424196784e-09,6.332163327579259e-11,6.332163327579259e-11
1.0,0.1640937281400409,0.015533916977422865,0.0010324181557909786,5.316274815376626e-05,2.246703316494547e-06,8.090822436755927e-08,2.5492194263402165e-09,7.318546525568266e-11,7.318546525568266e-11
1.0,0.16679458033313463,0.01607683362092418,0.0010882477840422798,5.706900998562933e-05,2.4556938947479772e-06,9.002236722419348e-08,2.8865538589608274e-09,8.434864888084117e-11,8.434864888084117e-11
1.0,0.1694762198863624,0.01662631133409854,0.0011458310754248837,6.117366240222673e-05,2.6793535289192456e-06,9.995319842887021e-08,3.260669107676375e-09,9.695196536931563e-11,9.695196536931563e-11
1.0,0.17213882453867332,0.01718222951802293,0.001205180478470125,6.548220022758537e-05,2.9183783247029035e-06,1.1075536773489596e-07,3.67473727332122e-09,1.1114822295775258e-10,1.1114822295775258e-10
1.0,0.17478257014934676,0.01774446927598416,0.001266307892929526,7.000012472518192e-05,3.173480919973779e-06,1.2248593248434214e-07,4.132132356447755e-09,1.271030101869626e-10,1.271030101869626e-10
1.0,0.1774076307195446,0.01831291339046189,0.0013292246808107996,7.473294147812199e-05,3.4453903804606766e-06,1.3520440452379001e-07,4.636438448866753e-09,1.4499547869297209e-10,1.4499547869297209e-10
1.0,0.18001417841360276,0.018887446300421835,0.0013939416772279782,7.968615832875687e-05,3.7348520882550173e-06,1.4897279633828965e-07,5.1914580464716085e-09,1.650191558673028e-10,1.650191558673028e-10
1.0,0.18260238358006486,0.019467954078915047,0.0014604692010685956,8.486528337651291e-05,4.042627623439088e-06,1.638556663829001e-07,5.801220479319583e-09,1.8738278773279118e-10,1.8738278773279118e-10
1.0,0.18517241477246196,0.02005432441097899,0.0015288170654807962,9.02758230327307e-05,4.369494639111489e-06,1.7992016359242625e-07,6.4699904548995476e-09,2.1231121236372656e-10,2.1231121236372656e-10
1.0,0.18772443876984088,0.020646446571836393,0.0015989945881832014,9.592328013133317e-05,4.716246730080383e-06,1.9723607105118027e-07,7.202276710477098e-09,2.4004626416147163e-10,2.4004626416147163e-10
1.0,0.19025862059704474,0.02124421140538787,0.0016710106016003272,0.00010181315209416313,5.083693295488352e-06,2.1587584880576902e-07,8.002840770374298e-09,2.708477092790483e-10,2.708477092790483e-10
1.0,0.19277512354474863,0.021847511302994217,0.0017448734628262932,0.000107950929149852,5.472659395625973e-06,2.3591467580504859e-07,8.876705804012277e-09,3.049942124704486e-10,3.049942124704486e-10
1.0,0.19527410918925348,0.02245624018254455,0.0018205910634195358,0.00011434209260510206,5.8839856031847145e-06,2.5743049095248963e-07,9.829165580520561e-09,3.427843356226801e-10,3.427843356226801e-10
1.0,0.19775573741204125,0.023070293467806393,0.0018981708390311811,0.00012099211316728529,6.318527849193338e-06,2.8050403325726765e-07,1.08657935156969e-08,3.8453756821079534e-10,3.8453756821079534e-10
1.0,0.20022016641909432,0.02368956806805382,0.001977619778869708,0.00012790644931728138,6.777157263875745e-06,3.0521888107142753e-07,1.199245180708552e-08,4.305953898984041e-10,4.305953898984041e-10
1.0,0.2026675527599822,0.02431396235797001,0.0020589444350044782,0.000135090545731498,7.260760012662047e-06,3.316614904014756e-07,1.3215300652929939e-08,4.813223654884401e-10,4.813223654884401e-10
1.0,0.20509805134671824,0.02494337615782036,0.0021421509315106826,0.0001425498317520348,7.770237127578693e-06,3.5992123228372356e-07,1.4540807550748493e-08,5.371072724112633e-10,5.371072724112633e-10
1.0,0.20751181547238948,0.025577710713892608,0.0022272449734582036,0.0001502897199039728,8.306504334237538e-06,3.900904292136497e-07,1.5975756671276557e-08,5.983642609195486e-10,5.983642609195486e-10
1.0,0.2099089968295623,0.026216868679200242,0.002314231855746865,0.00015831560445878851,8.87049187463807e-06,4.222643906204525e-07,1.7527258303518783e-08,6.655340471418387e-10,6.655340471418387e-10
1.0,0.21228974552846674,0.026860754094445705,0.0024031164717904954,0.00016663286004291118,9.4631443259913e-06,4.5654144737885353e-07,1.9202758366657454e-08,7.39085139129159e-10,7.39085139129159e-10
1.0,0.21465421011496233,0.027509272369239845,0.002493903322052199,0.00017524684029045942,1.0085420415768395e-05,4.93022985351057e-07,2.1010047984569177e-08,8.195150960116962e-10,8.195150960116962e-10
1.0,0.21700253758828789,0.028162330263574138,0.0025865965224331866,0.00018416287653921117,1.0738292833171678e-05,5.318134779525978e-07,2.2957273118711343e-08,9.073518203652591e-10,9.073518203652591e-10
1.0,0.2193348734185985,0.028819835869542263,0.0026811998125174912,0.000193386276568879,1.1422748037220379e-05,5.730205177366071e-07,2.5052944255152037e-08,1.0031548838700683e-09,1.0031548838700683e-09
1.0,0.22165136156429174,0.029481698593307668,0.0027777165636748463,0.00020292232338077872,1.2139786061638356e-05,6.167548469917924e-07,2.730594614153226e-08,1.1075168863273854e-09,1.1075168863273854e-09
1.0,0.22395214448912623,0.03014782913731376,0.0028761497870239817,0.00021277627401799758,1.2890420316725938e-05,6.631303873501739e-07,2.9725547569767143e-08,1.2210648480825858e-09,1.2210648480825858e-09
1.0,0.22623736317913484,0.030818139482733462,0.002976502141258548,0.00022295335842518387,1.3675677388393135e-05,7.122642684013369e-07,3.232141120031353e-08,1.3444616358865342e-09,1.3444616358865342e-09
1.0,0.22850715715933542,0.031492542872154916,0.0030787759403378538,0.00023345877834709663,1.4496596834526553e-05,7.642768553106534e-07,3.510360342385415e-08,1.4784074222105183e-09,1.4784074222105183e-09
1.0,0.2307616645102411,0.032170953792500054,0.003182973161044558,0.0002442977062650697,1.535423097885773e-05,8.192917754395928e-07,3.808260425627438e-08,1.6236411780135808e-09,1.6236411780135808e-09
1.0,0.23300102188417315,0.03285328795817301,0.003289095450411441,0.00025547528437056097,1.6249644702495877e-05,8.774359439668925e-07,4.1269317262835054e-08,1.7809421989448283e-09,1.7809421989448283e-09
1.0,0.23522536452137863,0.03353946229443512,0.003397144133019327,0.00026699662357497164,1.7183915233283537e-05,9.388395885099768e-07,4.467507950747495e-08,1.951131664947232e-09,1.951131664947232e-09
1.0,0.23743482626595508,0.03422939492100358,0.003507120218168215,0.0002788668025549375,1.815813193312924e-05,1.0036362727466137e-06,4.831167152320859e-08,2.1350742332135646e-09,2.1350742332135646e-09
1.0,0.23962953958158525,0.034923005135870655,0.003619024406923638,0.00029109086683230746,1.9173396083466885e-05,1.0719629190373808e-06,5.219132729961888e-08,2.3336796644294276e-09,2.3336796644294276e-09
1.0,0.24180963556708351,0.035620213399340434,0.00373285709904023,0.00030367382788804004,2.0230820668987348e-05,1.1439598300500636e-06,5.632674428348019e-08,2.5479044822228605e-09,2.5479044822228605e-09
1.0,0.2439752439717567,0.03632094131828028,0.0038486183997644727,0.00031662066230926303,2.133153015978368e-05,1.2197707093876515e-06,6.073109338858502e-08,2.778753665724759e-09,2.778753665724759e-09
1.0,0.24612649321058183,0.03702511163058401,0.003966308126518536,0.0003299363109687553,2.247666029204721e-05,1.2995426812221072e-06,6.541802901088688e-08,3.0272823751292774e-09,3.0272823751292774e-09
1.0,0.2482635103792025,0.03773264818984393,0.00408592581546712,0.0003436256782361246,2.3667357847447874e-05,1.3834263089365865e-06,7.040169904511285e-08,3.2945977101285808e-09,3.2945977101285808e-09
1.0,0.2503864212687466,0.03844347595022896,0.004207470727969163,0.0003576936312199669,2.4904780431328233e-05,1.4715756127792615e-06,7.569675489904188e-08,3.5818605010817016e-09,3.5818605010817016e-09
1.0,0.25249535038046755,0.03915752095156597,0.004330941856916258,0.0003721449990403088,2.6190096249836905e-05,1.5641480865323572e-06,8.131836150168885e-08,3.890287132762913e-09,3.890287132762913e-09
1.0,0.254590420940211,0.03987471030462168,0.00445633793295959,0.0003869845721306465,2.752448388612331e-05,1.6613047132004534e-06,8.728220730167932e-08,4.2211514005208794e-09,4.2211514005208794e-09
1.0,0.2566717549127095,0.040594972176582374,0.004583657430627178,0.00040221710156890684,2.8909132075712133e-05,1.7632099797225305e-06,9.360451425214693e-08,4.575786398665995e-09,4.575786398665995e-09
1.0,0.2587394730157069,0.041318235776728704,0.004712898574333174,0.0004178472984366709,3.034523948117229e-05,1.870031890712633e-06,1.0030204777853276e-07,4.955586440889634e-09,4.955586440889634e-09
1.0,0.2607936947339148,0.04204443134230307,0.0048440593442809635,0.00043387983320601137,3.183401446619175e-05,1.9819419812344275e-06,1.0739212672571478e-07,5.3620090125057e-09,5.3620090125057e-09
1.0,0.2628345383328035,0.04277349012456679,0.004977137482261751,0.0004503193351533086,3.337667486916612e-05,2.0991153286152937e-06,1.1489263328094557e-07,5.796576754291669e-09,5.796576754291669e-09
1.0,0.26486212087222855,0.043505344375044754,0.005112130497350325,0.0004671703917994202,3.497444777640578e-05,2.221730563305946e-06,1.2282202286912713e-07,6.2608794776934645e-09,6.2608794776934645e-09
1.0,0.26687655821989587,0.04423992733195469,0.005249035671499649,0.0004844375483755943,3.662856929506282e-05,2.34996987879193e-06,1.3119933401700342e-07,6.756576211145875e-09,6.756576211145875e-09
1.0,0.26887796506466716,0.04497717320681895,0.005387850065035896,0.0005021253073145251,3.834028432587617e-05,2.484019040563657e-06,1.400441981829038e-07,7.285397277247821e-09,7.285397277247821e-09
1.0,0.270866454929707,0.04571701717125596,0.00552857052205554,0.000520238127765963,4.011084633582999e-05,2.6240673941519565e-06,1.4937684954872391e-07,7.84914640051971e-09,7.84914640051971e-09
1.0,0.272842140185475,0.04645939534394916,0.005671193675726073,0.0005387804251363002,4.19415171308176e-05,2.7703078722364193e-06,1.5921813477088434e-07,8.449702845458237e-09,8.449702845458237e-09
1.0,0.2748051320625628,0.04720424477779105,0.005815715953491909,0.0005577565706515688,4.3833566628400015e-05,2.922937000834095e-06,1.695895226870626e-07,9.089023584592435e-09,9.089023584592435e-09
1.0,0.27675554066438046,0.04795150344719973,0.005962133582186985,0.0005771708909432934,4.578827263074553e-05,3.0821549045763684e-06,1.8051311397554863e-07,9.769145496233405e-09,9.769145496233405e-09
1.0,0.2786934749796914,0.04870111023560587,0.0061104425930555905,0.0005970276676566539,4.780692059783381e-05,3.2481653110821035e-06,1.9201165076413043e-07,1.0492187591599196e-08,1.0492187591599196e-08
1.0,0.2806190428949999,0.04945300492310774,0.006260638826682881,0.000617331137080426,4.989080342100521e-05,3.421175554435383e-06,2.0410852618547215e-07,1.1260353270985437e-08,1.1260353270985437e-08
1.0,0.282532351206792,0.05020712817429192,0.006412717937836549,0.0006380854897981745,5.204122119693356e-05,3.60139657777641e-06,2.1682779387600434e-07,1.2075932608641829e-08,1.2075932608641829e-08
1.0,0.2844335056336315,0.05096342152621759,0.006566675400221092,0.0006592948703601859,5.425948100209758e-05,3.7890429350143475e-06,2.3019417741540254e-07,1.2941304666004397e-08,1.2941304666004397e-08
1.0,0.2863226108281133,0.051721827376562134,0.006722506511146075,0.0006809633769756365,5.6546896667824216e-05,3.984332791671091e-06,2.442330797037883e-07,1.385893983292337e-08,1.385893983292337e-08
1.0,0.2881997703886755,0.05248228897192587,0.0068802063961097976,0.0007030950612245036,5.8904788555973906e-05,4.187487924865161e-06,2.589705922738443e-07,1.4831402196516888e-08,1.4831402196516888e-08
1.0,0.2900650868712726,0.05324475039629381,0.00703977001329973,0.000725693927788734,6.133448333533593e-05,4.3987337224450845e-06,2.7443350453509296e-07,1.586135193727126e-08,1.586135193727126e-08
1.0,0.29191866180091025,0.054009156559652285,0.00720119215801106,0.0007487639342021959,6.383731375879944e-05,4.618299181281819e-06,2.906493129476471e-07,1.6951547751999344e-08,1.6951547751999344e-08
1.0,0.293760595683045,0.05477545318675833,0.007364467466984692,0.0007723089906189486,6.641461844136324e-05,4.846416904729924e-06,3.0764623012279745e-07,1.8104849303259742e-08,1.8104849303259742e-08
1.0,0.29559098801484907,0.05554358680605992,0.007529590422666001,0.0007963329595993738,6.906774163904546e-05,5.0833230992673585e-06,3.2545319384786334e-07,1.93242196948308e-08,1.93242196948308e-08
1.0,0.29740993729634285,0.05631350473876471,0.0076965553573856305,0.0008208396559137215,7.179803302875161e-05,5.329257570323905e-06,3.44099876032788e-07,2.0612727972825072e-08,2.0612727972825072e-08
1.0,0.2992175410413963,0.05708515508805571,0.007865356457463597,0.0008458328463626316,7.460684748915811e-05,5.584463717308376e-06,3.6361669157602146e-07,2.1973551652021847e-08,2.1973551652021847e-08
1.0,0.3010138957886011,0.05785848672845145,0.008035987767237955,0.0008713162496142004,7.749554488266498e-05,5.8491885278448665e-06,3.840348071472906e-07,2.3409979266987375e-08,2.3409979266987375e-08
1.0,0.30279909711201497,0.058633449295309115,0.008208443193019267,0.0008972935360571741,8.046548983847082e-05,6.123682571228462e-06,4.0538614988491534e-07,2.4925412947545002e-08,2.4925412947545002e-08
1.0,0.30457323963177974,0.05940999317446837,0.008382716506972044,0.0009237683276698508,8.351805153682011e-05,6.408199991110877e-06,4.2770341600538835e-07,2.6523371018149998e-08,2.6523371018149998e-08
1.0,0.30633641702461484,0.06018806949203425,0.008558801350924404,0.000950744197904292,8.665460349447122e-05,6.70299849742664e-06,4.510200793229938e-07,2.8207490620716848e-08,2.8207490620716848e-08
1.0,0.30808872203418763,0.06096763010429705,0.008736691240107078,0.0009782246715854426,8.987652335143183e-05,7.008339357570513e-06,4.753703996772992e-07,2.998153036043998e-08,2.998153036043998e-08
1.0,0.3098302464813622,0.06174862758778749,0.008916379566822945,0.0010062132248247722,9.318519265900623e-05,7.324487386836909e-06,5.007894312664122e-07,3.18493729741424e-08,3.18493729741424e-08
1.0,0.31156108127432786,0.06253101522946528,0.009097859604048214,0.0010347132849480576,9.658199666919742e-05,7.651710938132177e-06,5.27313030883952e-07,3.381502802068033e-08,3.381502802068033e-08
1.0,0.31328131641860935,0.06331474701703926,0.009281124508966388,0.0010637282304369296,0.00010006832412550499,7.990281890970662e-06,5.549778660577444e-07,3.588263459292605e-08,3.588263459292605e-08
1.0,0.31499104102695935,0.06409977762941751,0.009466167326436107,0.0010932613908838241,0.00010364556705515808,8.340475639765524e-06,5.838214230883035e-07,3.805646405084524e-08,3.805646405084524e-08
1.0,0.31669034332913587,0.06488606242728535,0.009652980992393936,0.0011233160469599716,0.0001073151205628211,8.702571081425346e-06,6.138820149852239e-07,4.034092277517972e-08,4.034092277517972e-08
1.0,0.31837931068156466,0.0656735574438099,0.009841558337193215,0.0011538954303960793,0.00011107838262580803,9.076850602267635e-06,6.451987892996621e-07,4.274055494124107e-08,4.274055494124107e-08
1.0,0.3200580295768891,0.06646221937546921,0.010031892088879954,0.0011850027239753596,0.00011493675389083981,9.463600064260316e-06,6.778117358511435e-07,4.526004531231573e-08,4.526004531231573e-08
1.0,0.32172658565340867,0.06725200557300444,0.010223974876406871,0.0012166410615385682,0.00011889163747237748,9.863108790602395e-06,7.11761694346986e-07,4.790422205217724e-08,4.790422205217724e-08
1.0,0.3233850637044066,0.06804287403249326,0.010417799232786554,0.0012488135280007188,0.00012294443875256251,1.0275669550654976e-05,7.470903618926891e-07,5.067805955619685e-08,5.067805955619685e-08
1.0,0.3250335476873695,0.06883478338654313,0.010613357598184766,0.0012815231593791558,0.00012709656518279373,1.0701578544233848e-05,7.838403003916931e-07,5.358668130053946e-08,5.358668130053946e-08
1.0,0.3266721207330987,0.06962769289560251,0.010810642322954868,0.0013147729428326618,0.00013134942608696972,1.114113538527486e-05,8.220549438329645e-07,5.663536270892759e-08,5.663536270892759e-08
1.0,0.3283008651547162,0.07042156243938871,0.011009645670614354,0.0013485658167112947,0.00013570443246642308,1.1594643084883347e-05,8.617786054649245e-07,5.98295340364523e-08,5.98295340364523e-08
1.0,0.3299198624565649,0.07121635250843059,0.011210359820764428,0.0013829046706166457,0.0001401629968065722,1.2062408033778824e-05,9.030564848542851e-07,6.317478326990675e-08,6.317478326990675e-08
1.0,0.331529193343006,0.07201202419572464,0.011412776871953589,0.0014177923454722235,0.00014472653288531516,1.2544739984146228e-05,9.459346748284192e-07,6.667685904411387e-08,6.667685904411387e-08
1.0,0.3331289377271134,0.07280853918850301,0.011616888844486126,0.0014532316336036714,0.00014939645558318797,1.3041952030904943e-05,9.904601682999344e-07,7.034167357371756e-08,7.034167357371756e-08
1.0,0.3347191747392673,0.07360585976011189,0.011822687683176477,0.0014892252788285304,0.00015417418069530925,1.3554360592406814e-05,1.0366808649721838e-06,7.417530559990277e-08,7.417530559990277e-08
1.0,0.33629998273564815,0.0744039487619987,0.012030165260050291,0.00152577597655527,0.0001590611247451316,1.4082285390574444e-05,1.0846455779244918e-06,7.818400335150816e-08,7.818400335150816e-08
1.0,0.33787143930663144,0.07520276961580673,0.01223931337699314,0.0015628863738913123,0.0001640587048000187,1.4626049430490895e-05,1.134404040075928e-06,8.237418751999156e-08,8.237418751999156e-08
1.0,0.33943362128508553,0.07600228630557584,0.0124501237683477,0.0016005590697597796,0.0001691683382886663,1.518597897945205e-05,1.1860069105265149e-06,8.675245424770718e-08,8.675245424770718e-08
1.0,0.3409866047545729,0.07680246337004759,0.012662588103460309,0.001638796615024705,0.00017439144282038404,1.5762403545492747e-05,1.2395057807748032e-06,9.13255781289503e-08,9.13255781289503e-08
1.0,0.3425304650574563,0.07760326589507353,0.012876697989177678,0.0016776015126244454,0.00017972943600625343,1.6355655855397825e-05,1.294953180810801e-06,9.610051522322454e-08,9.610051522322454e-08
1.0,0.3440652768029115,0.07840465950612535,0.013092444972294677,0.0017169762177130486,0.00018518373528217706,1.6966071832209194e-05,1.3524025850832923e-06,1.0108440608018428e-07,1.0108440608018428e-07
1.0,0.34559111387484637,0.0792066103609053,0.013309820541953905,0.001756923137809325,0.00019075575773383268,1.759399057223997e-05,1.4119084183406299e-06,1.0628457877570344e-07,1.0628457877570344e-07
1.0,0.3471080494397291,0.08000908514205576,0.013528816131997959,0.0017974446329533842,0.00019644691992354432,1.8239754321606672e-05,1.4735260613441376e-06,1.117085519585211e-07,1.117085519585211e-07
