0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,0.23909934314380496,0.03661296399452133,0.004113297258549868,0.0003696506034347193,2.7997325059318492e-05,1.8499032196410832e-06,1.0925233847372878e-07,5.871217632722825e-09,2.9104976424104574e-10,1.345228074236483e-11,5.847115994724523e-13,2.4068507714434068e-14,9.437205671276277e-16,3.541981517361359e-17,1.2777939270059978e-18,4.4466631371035855e-20,1.4973126786739257e-21,4.9697891673254864e-23,4.9697891673254864e-23
1.0,0.2473786184884386,0.03938437053603855,0.0046030314284648014,0.00043007794057437827,3.3833023912642536e-05,2.319285583659416e-06,1.4194500582210427e-07,7.89613725826029e-09,4.047452905078228e-10,1.9323714428922993e-11,8.667437599085299e-13,3.678311814891964e-14,1.4856285446580502e-15,5.738753604788714e-17,2.129082079821349e-18,7.613766271504944e-20,2.6327046095998176e-21,8.974218701847095e-23,8.974218701847095e-23
1.0,0.2554468108588205,0.042202981132263576,0.005122313669771154,0.000496786288925776,4.053068004276354e-05,2.878579292314038e-06,1.8233533277839412e-07,1.0486808010866706e-08,5.552052812403943e-10,2.7351972399802552e-11,1.264786739183252e-12,5.5287283234089697e-14,2.2981451080562457e-15,9.129219441002764e-17,3.480428397591903e-18,1.278072458157874e-19,4.535037835794996e-21,1.5865649300129654e-22,1.5865649300129654e-22
1.0,0.2633110836510567,0.04506462637267646,0.005670996620101741,0.0005700512631887334,4.816679771056187e-05,3.5396864697862123e-06,2.3177382102146586e-07,1.3766687448704398e-08,7.520187407985674e-10,3.819125527856185e-11,1.8189496810123446e-12,8.182794778114371e-14,3.4977487408193045e-15,1.427767481860956e-16,5.589366557135068e-18,2.1061989962245828e-19,7.66410502678137e-21,2.750098677529497e-22,2.750098677529497e-22
1.0,0.27097831876322515,0.047965369730573554,0.006248880566490317,0.0006501380516931754,5.681981842366179e-05,4.315379722892998e-06,2.917693412983241e-07,1.7878977007292752e-08,1.0067101280337552e-09,5.265495097399525e-11,2.58075487882387e-12,1.1938364687284246e-13,5.243608152987604e-15,2.1978269365151138e-16,8.828825903908041e-18,3.411673296155641e-19,1.2723129892204297e-20,4.679842577774394e-22,4.679842577774394e-22
1.0,0.27845512868171357,0.050901495428930986,0.006855718323488063,0.0007373010304042868,6.656990676497825e-05,5.21930445794867e-06,3.639980918985759e-07,2.298863836421888e-08,1.3330196377447308e-09,7.174526820656049e-11,3.6157257037176388e-12,1.71859756735382e-13,7.750676161848605e-15,3.333461421278496e-16,1.3731652178229678e-17,5.438043737122022e-19,2.0771825234609905e-20,7.827356573682108e-22,7.827356573682108e-22
1.0,0.28574786801713287,0.05386949693181635,0.007491219776835189,0.0008317834560495116,7.749873809038445e-05,6.265977969144895e-06,4.5031229766941393e-07,2.9284486871314224e-08,1.7472077666738476e-09,9.668672010328103e-11,5.006417077749218e-12,2.4432492919116834e-13,1.1306059119762172e-14,4.986239179540865e-16,2.104970528580526e-17,8.538118409980039e-19,3.3385101553357326e-20,1.2881320304243938e-21,1.2881320304243938e-21
1.0,0.2928626445159427,0.05686606602895865,0.008155056113368248,0.0009338172310940513,8.968928910359103e-05,7.470785438542222e-06,5.527486108264283e-07,3.6981355424039446e-08,2.2683845669773032e-09,1.2896372888114222e-10,6.85593940130736e-12,3.432951438564075e-13,1.6289302982906175e-14,7.362035559051894e-16,3.1831500848135216e-17,1.3216684367034923e-18,5.2873256864806033e-20,2.0877839916643267e-21,2.0877839916643267e-21
1.0,0.2998053295726472,0.059888082482778056,0.008846863756622105,0.0010436227338322993,0.00010322563218299493,8.849972996435644e-06,6.735361782153067e-07,4.632232179986821e-08,2.9188638737280406e-09,1.703626195089499e-10,9.292029527839521e-12,4.770724549892532e-13,2.319732794184584e-14,1.0737608281675735e-15,4.752323088832365e-17,2.018761120850888e-18,8.258411259040549e-20,3.3355871798898816e-21,3.3355871798898816e-21
1.0,0.30658156826620186,0.0629326042087793,0.009566248026434538,0.0011614087073669337,0.00011819273421397748,1.0420637997430646e-05,8.151043430714429e-07,5.7580992220761e-08,3.724542675878938e-09,2.23018265427976e-10,1.2471724916147466e-11,6.561461735656011e-13,3.26748420054866e-14,1.5481394229197707e-15,7.009901236526868e-17,3.044944119831572e-18,1.2731331068723432e-19,5.257382594698759e-21,5.257382594698759e-21
1.0,0.31319678894311664,0.06599685796173023,0.010312786539776842,0.001287372201717522,0.00013467626056997513,1.2200716672280178e-05,9.800899526809655e-07,7.106383367692504e-08,4.715305683136946e-09,2.8946564297434084e-10,1.658669945953775e-11,8.936649066277738e-13,4.555117010360723e-14,2.20793971198036e-15,1.0222738664032645e-16,4.53845349140403e-18,1.9385606576022809e-19,8.180832178537656e-21,8.180832178537656e-21
1.0,0.3196562123686445,0.06907823050148522,0.011086032369012037,0.0014216985637386498,0.00015276238478574726,1.420896931860314e-05,1.1713442466441975e-06,8.711254738724384e-08,5.925455025216231e-09,3.726965431439686e-10,2.1869321673441347e-11,1.2059885718889032e-12,6.288454915704635e-14,3.116717265135364e-15,1.4748244541217138e-16,6.688798929288183e-18,2.9174231416465747e-19,1.2576224317968127e-20,1.2576224317968127e-20
1.0,0.3259648604664014,0.07217426021367515,0.011885516972819584,0.0015645614699358295,0.00017253760437581798,1.6464963195227526e-05,1.3919393036612862e-06,1.0610647566309684e-07,7.394164905720281e-09,4.762216798468196e-10,2.859949790154101e-11,1.6133302124916327e-12,8.601506111285239e-14,4.356906971950246e-15,2.1060950697827264e-16,9.75338988762906e-18,4.342076932902408e-19,1.911169430039131e-20,1.911169430039131e-20
1.0,0.3321275646657727,0.07528262916177655,0.012710752914118576,0.001716122997647709,0.00019408856316932693,1.8989053285254736e-05,1.6451740278832375e-06,1.2846503438368898e-07,9.165960921148813e-09,6.041384228920086e-10,3.711236495952576e-11,2.1404981510900404e-12,1.166275050548224e-13,6.034605392729083e-15,2.9785702931311895e-16,1.40788118250479e-17,6.394654256545658e-19,2.872729903154329e-20,2.872729903154329e-20
1.0,0.33814897387552106,0.07840115554829492,0.013561236378467024,0.0018765337304171726,0.00021750188045879524,2.1802361092187634e-05,1.9345796588863448e-06,1.5465016327928326e-07,1.1291223646865139e-08,7.612043717174783e-10,4.780689816167691e-11,2.8177497403229332e-12,1.5682564602478087e-13,8.285362349034777e-15,4.173884423945753e-16,2.0127853345395717e-17,9.3235931795476e-19,4.273355927594214e-20,4.273355927594214e-20
1.0,0.3440335621011166,0.08152778656395596,0.014436449505610053,0.002045932893703524,0.00024286398719395314,2.492675163175044e-05,2.2639247922232188e-06,1.8516878625062442e-07,1.382671598685452e-08,9.529169724209866e-10,6.11555019567484e-11,3.6817686844783294e-12,2.0921942192051345e-13,1.1281152845986322e-14,5.797898309309212e-16,2.8513599397141445e-17,1.346496097469651e-18,6.294151747855518e-20,6.294151747855518e-20
1.0,0.34978563572246,0.08466059160489611,0.015335862546091764,0.002224448517394639,0.00027026096939218906,2.8384808779486235e-05,2.6372199002707364e-06,2.2057527402508545e-07,1.6836133683248908e-08,1.1855993660618078e-09,7.771465142603811e-11,4.776778620875159e-12,2.770268405141099e-13,1.523872225284089e-14,7.986919199825583e-16,4.0042152851546606e-17,1.9269766208579035e-18,9.183310193500511e-20,9.183310193500511e-20
1.0,0.35540934044786315,0.08779775583888375,0.016258935854131507,0.0024121976218632593,0.00029977841888381457,3.219980913096794e-05,3.0587213457278815e-06,2.6147390155939595e-07,2.0390678285318436e-08,1.4664926405866885e-09,9.813665365999115e-11,6.155806355358743e-12,3.641924559503701e-13,2.0429521308263008e-14,1.0915276300382146e-15,5.576583029194156e-17,2.7338705703539997e-18,1.3278269227246743e-19,1.3278269227246743e-19
1.0,0.3609086679593833,0.09093757410258775,0.01720512172729277,0.002609286424576886,0.00033150129146268065,3.6395694527609096e-05,3.5329348826099795e-06,3.0852129274199275e-07,2.4569651786303698e-08,1.8038546421937288e-09,1.2318259852377769e-10,7.882108840486506e-12,4.755244776805122e-13,2.719147300840468e-14,1.4804495951518933e-15,7.704900150403106e-17,3.8466086117629655e-18,1.9034330755523826e-19,1.9034330755523826e-19
1.0,0.3662874622638798,0.09407844511284423,0.018173866102839685,0.0028158105645172916,0.00036551377247025647,4.099704339670949e-05,4.064618641937288e-06,3.62428845121895e-07,2.9461072050394822e-08,2.20706548458985e-09,1.537365685424749e-10,1.0030778663676553e-11,6.168527342562302e-13,3.594284081828819e-14,1.99343549806572e-15,1.0564910995743333e-16,5.3695001867883015e-18,2.7061385522680823e-19,2.7061385522680823e-19
1.0,0.37154942576346733,0.09721886597575675,0.01916461012007956,0.00303185534189479,0.0004018991498036499,4.6029041049604914e-05,4.658785601523688e-06,4.239651275924609e-07,3.516230807160722e-08,2.6867398765279496e-09,1.9082117757991794e-10,1.2690543472077603e-11,7.952098893029912e-13,4.719849695094644e-14,2.6656128900428145e-15,1.4381582770759203e-16,7.438624757289127e-18,3.817074632878271e-19,3.817074632878271e-19
1.0,0.3766981250583826,0.10035742697830399,0.020176791557428395,0.003257495970855156,0.00044073969430480565,5.1517449076689106e-05,5.320705541334947e-06,4.939582441844219e-07,4.178073403146059e-08,3.2548463693350113e-09,2.35614507650813e-10,1.5965775397557835e-11,1.019038486817082e-12,6.15889207070023e-14,3.540839350413785e-15,1.9441176701097683e-16,1.023039006971912e-17,5.343451553360402e-19,5.343451553360402e-19
1.0,0.3817369964946555,0.10349280664792344,0.021209846152407327,0.003492797843074627,0.0004821165474588789,5.7488573972709363e-05,6.0559064878064154e-06,5.732981573703282e-07,4.9434401053388874e-08,3.924833606967765e-09,2.894685125937838e-10,1.9978727155477605e-11,1.2984265871568854e-12,7.988229007388834e-14,4.67357842126901e-15,2.6105869710123765e-16,1.3972103574766823e-17,7.42604113777574e-19,7.42604113777574e-19
1.0,0.38666935146837905,0.10662376706629262,0.022263208812280187,0.0037378168003216836,0.0005261096163042137,6.396923512016803e-05,6.870175652288654e-06,6.629389645491932e-07,5.825272548879936e-08,4.711763641561711e-09,3.5392895644565284e-10,2.4872012071413344e-11,1.645374943157713e-12,1.0301006495381785e-13,6.131116745517595e-15,3.483138027539312e-16,1.8954963283616612e-17,1.0248556164140685e-18,1.0248556164140685e-18
1.0,0.3914983814978101,0.10974914942424296,0.02333631472257347,0.003992599414234307,0.0005727974754341179,7.098673225294648e-05,7.769559870428687e-06,7.639011216630385e-07,6.837719251272205e-08,5.63245235757406e-09,4.3075695319790473e-10,3.081134583749348e-11,2.0740988570909977e-12,1.3209649751883602e-13,7.99617326031081e-15,4.618811763615077e-16,2.5549942885736893e-17,1.4049345424836502e-18,1.4049345424836502e-18
1.0,0.3962271630739908,0.11286786980541791,0.02442860036027874,0.004257183271718983,0.0006222572759514388,7.856881251645567e-05,8.760365550797554e-06,8.77273608193698e-07,7.9962073756068e-08,6.705617027560255e-09,5.219521731897784e-10,3.798856831141402e-11,2.6013680530832208e-12,1.6849254426637184e-13,1.0369957170512784e-14,6.088644622770969e-16,3.422712376573937e-17,1.913590254536907e-18,1.913590254536907e-18
1.0,0.40085866230007383,0.11597891518692735,0.02553950441812205,0.004531597264523704,0.0006745646612205174,8.674363723475103e-05,9.849158142444872e-06,1.0042160280962424e-06,9.317515765663496e-08,7.952031002462881e-09,6.297777797049248e-10,4.662496414362408e-11,3.246888095452281e-12,2.138146953467613e-13,1.3375737765583374e-14,7.980673763173278e-16,4.5579114565722567e-17,2.5902778130671557e-18,2.5902778130671557e-18
1.0,0.405395739329045,0.11908133964585889,0.026668468645893936,0.004815861881672444,0.000729793689247193,9.553974848916952e-05,1.1042761132302583e-05,1.145960641542478e-06,1.0819849117211296e-07,9.394685519123105e-09,7.567871573973613e-10,5.6974901448905396e-11,4.033727080531715e-12,2.699892796227651e-13,1.7162995964054644e-14,1.0403497097986741e-15,6.034929812684871e-17,3.485359025407323e-18,3.485359025407323e-18
1.0,0.4098411526090767,0.12217426076108096,0.027814938614465507,0.0051099895035736295,0.0007880167615058974,0.00010498603560718556,1.234825458447704e-05,1.303814322672051e-06,1.252291314653759e-07,1.1058958587636527e-08,9.058524919859956e-10,6.932980812511355e-11,4.988791527240369e-12,3.393028486581549e-13,2.191223478780206e-14,1.3490474016630406e-15,7.946575704693985e-17,4.662794936536359e-18,4.662794936536359e-18
1.0,0.4141975629453053,0.1252568562003199,0.028978364407769686,0.0054139846967309274,0.000849304558023316,0.00011511170165437023,1.377297323446609e-05,1.4791604388777434e-06,1.444799061451936e-07,1.2972790901251337e-08,1.0801952582346971e-09,8.402250576191472e-11,6.143355589206267e-12,4.244592893664863e-13,2.7840533797420967e-14,1.7404663295374014e-15,1.0408185380139571e-16,6.2034252188821876e-18,6.2034252188821876e-18
1.0,0.41846753738640763,0.12832836048300933,0.03015820124770087,0.005727844508091539,0.0009137259785203935,0.0001259462300166008,1.5324504152220392e-05,1.6734606474837736e-06,1.661801806240341e-07,1.5166868691826816e-08,1.2834186705871204e-09,1.014319213738719e-10,7.533647907947052e-12,5.286443633213218e-13,3.520794087281485e-14,2.2344606364254373e-15,1.3562458053829944e-16,8.20894570764423e-18,8.20894570764423e-18
1.0,0.42265355294395485,0.13138806190990104,0.0313539100565794,0.00605155875816603,0.0009813480894084443,0.0001375193511540269,1.7010683988741254e-05,1.888256606009547e-06,1.9057663113870057e-07,1.7674813434509143e-08,1.5195421479633723e-09,1.219881974333656e-10,9.201500621716612e-12,6.555984206652715e-13,4.4324803610787976e-14,2.855107679625601e-15,1.7585194847347386e-16,1.0806713269749986e-17,1.0806713269749986e-17
1.0,0.42675800015214294,0.1344352996508914,0.032564957961538736,0.006385110332144903,0.0010522360764306268,0.0001498610096027734,1.8839595821575915e-05,2.125171592544831e-06,2.179340219689911e-07,2.0533378286309667e-08,1.7930378411610604e-09,1.461782208679663e-10,1.119506523741601e-11,8.096980880781272e-13,5.556015204372502e-14,3.6314930678891806e-15,2.2692085852709773e-16,1.415552751650822e-17,1.415552751650822e-17
1.0,0.4307831864751402,0.13746946098295773,0.033790818744921694,0.006728475468321163,0.001126453202736904,0.00016300133129496717,2.0819565615140402e-05,2.38591203309421e-06,2.485359853842001e-07,2.3782651124753534e-08,2.10886926804872e-09,1.7455159182262505e-10,1.3569600262704058e-11,9.960477832861314e-13,6.935125436846782e-14,4.598620747229474e-15,2.914670847595374e-16,1.8452561817081368e-17,1.8452561817081368e-17
1.0,0.43473133956895044,0.14048997867051666,0.035030973244516705,0.007081624043205706,0.0012040607721786763,0.00017697059126242483,2.2959158312275624e-05,2.6722689330776844e-06,2.826858028468985e-07,2.746626403476438e-08,2.4725320983081805e-09,2.0772705306827356e-10,1.6388335681399933e-11,1.220581963018634e-12,8.621447791873565e-14,5.7984647105768205e-15,3.726992116271592e-16,2.3941641903859734e-17,2.3941641903859734e-17
1.0,0.4386046104043638,0.14349632848091287,0.03628490970722481,0.007444519852793642,0.001285118097608452,0.00019179918178424546,2.5267173573829006e-05,2.9861192104991024e-06,3.2070718600782603e-07,3.1631609074519185e-08,2.890097125887514e-09,2.4639940096420676e-10,1.9723419536724697e-11,1.490179067040495e-12,1.0675759872261164e-13,7.281180646978979e-15,4.745085964811994e-16,3.0923099360933613e-17,3.0923099360933613e-17
1.0,0.44240507625725917,0.14648802682812148,0.03755212409952212,0.007817120889505345,0.0013696824739700341,0.00020751758103362375,2.7752641183357366e-05,3.329426928613735e-06,3.629450560346831e-07,3.633006013419711e-08,3.3682554635816744e-09,2.9134689885128314e-10,2.3656952063168572e-11,1.8127881777962973e-12,1.3169371466165944e-13,9.106497717509375e-15,6.01597681509063e-16,3.976545975023299e-17,3.976545975023299e-17
1.0,0.4461347435722266,0.1494646285381037,0.03883212037787011,0.008199379614386354,0.0014578091559657041,0.00022415632227444122,3.0424816134271572e-05,3.7042444262397036e-06,4.0976631983089616e-07,4.1617200685403e-08,3.914365990277886e-09,3.434392136660648e-10,2.828211297809731e-11,2.1975694731760785e-12,1.618569294911996e-13,1.1345312652581049e-14,7.596292559421599e-16,5.09192613718304e-17,5.09192613718304e-17
1.0,0.44979555070519855,0.15242572472959234,0.04012441072202604,0.008591243224205607,0.001549551340088616,0.00024174596365361377,3.329317341689537e-05,4.112713344164258e-06,4.6156064171781204e-07,4.755305720361087e-08,4.536505077401567e-09,4.036458964223032e-10,3.3704387707941244e-11,2.655049608825387e-12,1.9821998779130693e-13,1.408151051393738e-14,9.553995713384731e-16,6.493334100913919e-17,6.493334100913919e-17
1.0,0.45338937055051165,0.15537094080440386,0.04142851573401819,0.008992653913142322,0.0016449601508110325,0.0002603170586307734,3.636740252299423e-05,4.557065546394347e-06,5.187412091750215e-07,5.420233803128203e-08,5.243518616990474e-09,4.730454270056542e-10,4.004289848028099e-11,3.197293226142016e-12,2.4191405429236727e-13,1.7414038758993622e-14,1.197038541635301e-15,8.247396782872884e-17,8.247396782872884e-17
1.0,0.45691801305756763,0.15829993454167726,0.04274396460537383,0.009403549128798311,0.001744084630722023,0.0002799001270826466,3.9657401685350025e-05,5.039623935290776e-06,5.817454912583723e-07,6.163467743539726e-08,6.045076369624375e-09,5.528348434703794e-10,4.7431846361712095e-11,3.8380918424890055e-12,2.9425084495274395e-13,2.145926369002909e-14,1.4942406170309288e-15,1.0434725625950678e-16,1.0434725625950678e-16
1.0,0.4603832276420199,0.16121239429072667,0.0440702952550218,0.009823861822315162,0.0018469717344117371,0.0003005256271154584,4.3173271869918466e-05,5.562803159905976e-06,6.510359883434771e-07,6.992488460003047e-08,6.951728646159185e-09,6.443399757134777e-10,5.602207046141934e-11,4.593171441064102e-12,3.5674733165241776e-13,2.6353640970347706e-14,1.8585303081912873e-15,1.3152534355729853e-16,1.3152534355729853e-16
1.0,0.463786705496183,0.16410803725746875,0.04540705444013558,0.010253520692414518,0.0019536663259033015,0.0003222239276148444,4.692531053801341e-05,6.1291102171164454e-06,7.271009718738926e-07,7.915319728230493e-08,7.974965332872665e-09,7.490263030328115e-10,6.598273065132823e-11,5.480420139150869e-12,4.3115325739651216e-13,3.225673464805661e-14,2.303566756407591e-15,1.6517687827756937e-16,1.6517687827756937e-16
1.0,0.46713008180314347,0.16698660787964303,0.04675379784203615,0.010692450423215214,0.002064211179437684,0.0003450252815590895,5.092400519581906e-05,6.741144945401927e-06,8.104552128274239e-07,8.940553984863131e-08,9.127277265237596e-09,8.685104546521438e-10,7.750312027496341e-11,6.520137374982607e-12,5.194817144854887e-13,3.9354622049407985e-14,2.8454921977882427e-15,2.0670243245925136e-16,2.0670243245925136e-16
1.0,0.4704149378588418,0.1698478762862894,0.04811009012913584,0.011140571915713304,0.0021786469834214977,0.00036895980011802997,5.518002674834256e-05,7.401600411373858e-06,9.016406976509362e-07,1.0077378539754271e-07,1.0422219951111799e-08,1.0045723718185886e-09,9.079461542819879e-11,7.735306115020204e-12,6.240430541915429e-13,4.78637249912642e-14,3.50332965699911e-15,2.577755234132362e-16,2.577755234132362e-16
